Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type],[Sex]
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2014","31.3","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2016","31.98","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","70","Bosnia and Herzegovina","2015","24.18","","ILOSTAT - LFS - Labour Force Survey","Data reference period: April | Age coverage - maximum age: 64 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","76","Brazil","2013","36.95","","ILOSTAT - LFS - Quarterly Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","76","Brazil","2015","37.97","","ILOSTAT - LFS - Quarterly Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","84","Belize","2015","36.61","","ILOSTAT - LFS - Labour force survey","Data reference period: April | Age coverage - minimum age: 14 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","96","Brunei Darussalam","2014","32.51","","ILOSTAT - LFS - Labour force survey","Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2001","40.52","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2003","37.8","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","231","Ethiopia","2010","20.26","","ILOSTAT - LFS - Urban employment-unemployment survey","Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","231","Ethiopia","2012","22.11","","ILOSTAT - LFS - Urban employment-unemployment survey","Data reference period: May | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2000","40.38","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2002","37.93","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2004","35.18","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2006","33.01","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2008","35.94","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2010","36.08","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2012","31.79","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2014","32.6","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2013","36","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2015","31.66","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2000","18.98","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2002","27.51","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2004","25.55","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2006","32.51","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","270","Gambia","2012","33.83","","ILOSTAT - LFS - Labour force survey","Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2001","11.12","","ILOSTAT - LFS - Palestinian labour force survey","Break in series: Other or unspecified type of break | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2003","12.23","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2005","12.31","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","40","Austria","2012","27.13","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","40","Austria","2014","27.85","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","40","Austria","2016","29.52","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2001","28.38","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2003","27.33","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2005","30.24","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2007","33.54","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2009","34.57","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2011","30.45","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2013","30.75","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2007","10.42","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2011","11.5","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2013","14.97","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2000","27.13","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2002","27.29","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2004","27.71","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2006","28.51","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2008","29.19","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2010","29.93","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2012","28.63","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2014","29","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","233","Estonia","2016","36.24","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","242","Fiji","2005","31.72","","ILOSTAT - LFS - Employment, Unemployment Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","242","Fiji","2011","31.5","","ILOSTAT - LFS - Employment, Unemployment Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","242","Fiji","2016","38.89","","ILOSTAT - LFS - Employment, Unemployment Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2001","27.92","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2003","28.62","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2005","29.85","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2007","28.6","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2009","29.68","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2011","31.99","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2013","29.64","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","246","Finland","2015","33.32","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2000","34.97","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2002","36.43","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2004","35.89","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2006","37.89","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2008","38.51","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2010","38.49","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2012","39.32","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2014","32.72","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","250","France","2016","32.91","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2001","23.44","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2005","40.61","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2007","36.41","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2009","35.79","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2011","37","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2013","36","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2015","37.38","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","104","Myanmar","2015","28.34","","ILOSTAT - LFS - Labour force survey","Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","116","Cambodia","2010","14.13","","ILOSTAT - HIES - National Socio-Economic Survey","Data reference period: Annual or annual average | Age coverage - maximum age: 64 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","144","Sri Lanka","2009","19.96","","ILOSTAT - LFS - Sri Lanka Labour Force Survey","Data reference period: Annual or annual average | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","276","Germany","2016","29.29","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","288","Ghana","2013","40.77","","ILOSTAT - HS - Living Standards Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","296","Kiribati","2010","36.45","","ILOSTAT - PC - Population Census","Data reference period: November","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2001","24.57","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2003","26.11","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2005","26.63","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2007","28.15","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2009","30.09","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2011","23.62","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2013","28.75","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","300","Greece","2015","25.72","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","56","Belgium","2015","31.04","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","70","Bosnia and Herzegovina","2014","24.15","","ILOSTAT - LFS - Labour Force Survey","Data reference period: April | Age coverage - maximum age: 64 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","76","Brazil","2012","36.44","","ILOSTAT - LFS - Quarterly Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","76","Brazil","2014","37.37","","ILOSTAT - LFS - Quarterly Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","76","Brazil","2016","38.23","","ILOSTAT - LFS - Quarterly Labour Force Survey","Repository: ILO-STATISTICS - Micro data processing","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","84","Belize","2016","36.36","","ILOSTAT - LFS - Labour force survey","Data reference period: April | Age coverage - minimum age: 14 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2000","37.46","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2002","42.31","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2004","41.43","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2006","37.56","","ILOSTAT - LFS - EU Labour Force Survey","Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTN","Proportion of women in senior and middle management positions (%)","100","Bulgaria","2008","36.51","","ILOSTAT - LFS - EU Labour Force Survey","Break in series: Methodology revised | Repository: Eurostat special tabulation | Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2003","28.35","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2005","26.26","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","268","Georgia","2007","33.99","","ILOSTAT - LFS - Integrated Household Survey","Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2000","12.82","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average | Age coverage - minimum age: 10 years old","C","PERCENT","G","FEMALE"
"5","5.5","5.5.2","IC_GEN_MGTL","Proportion of women in managerial positions (%)","275","State of Palestine","2002","9.82","","ILOSTAT - LFS - Palestinian labour force survey","Data reference period: Annual or annual average","C","PERCENT","G","FEMALE"
