Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Reporting Type]
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","450","Madagascar","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","454","Malawi","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","458","Malaysia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","462","Maldives","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","466","Mali","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","470","Malta","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","474","Martinique","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","478","Mauritania","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","480","Mauritius","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","484","Mexico","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","496","Mongolia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","498","Republic of Moldova","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","499","Montenegro","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","500","Montserrat","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","504","Morocco","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","508","Mozambique","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","512","Oman","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","513","Europe and Northern America","2018","1.16646","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","2018","1.10727","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","516","Namibia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","518","Eastern Asia (excluding Japan)","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","524","Nepal","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","528","Netherlands","2018","8.84956","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","543","Oceania (exc. Australia and New Zealand)","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","548","Vanuatu","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","554","New Zealand","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","558","Nicaragua","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","562","Niger","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","566","Nigeria","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","570","Niue","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","578","Norway","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","580","Northern Mariana Islands","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","585","Palau","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","586","Pakistan","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","591","Panama","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","598","Papua New Guinea","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","600","Paraguay","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","604","Peru","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","608","Philippines","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","616","Poland","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","620","Portugal","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","624","Guinea-Bissau","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","630","Puerto Rico","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","638","Réunion","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","642","Romania","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","643","Russian Federation","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","646","Rwanda","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","659","Saint Kitts and Nevis","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","660","Anguilla","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","662","Saint Lucia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","670","Saint Vincent and the Grenadines","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","678","Sao Tome and Principe","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","682","Saudi Arabia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","686","Senegal","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","688","Serbia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","690","Seychelles","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","694","Sierra Leone","2018","NA","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","703","Slovakia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","704","Viet Nam","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","705","Slovenia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","706","Somalia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","710","South Africa","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","716","Zimbabwe","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","724","Spain","2018","6.59341","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","729","Sudan","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","738","Sub-Saharan Africa (inc. Sudan)","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","740","Suriname","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","746","Northern Africa (exc. Sudan)","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","747","Northern Africa and Western Asia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","748","Eswatini","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","752","Sweden","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","753","Eastern and South-Eastern Asia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","756","Switzerland","2018","17.24138","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","760","Syrian Arab Republic","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","762","Tajikistan","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","764","Thailand","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","768","Togo","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","776","Tonga","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","780","Trinidad and Tobago","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","788","Tunisia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","792","Turkey","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","795","Turkmenistan","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","798","Tuvalu","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","800","Uganda","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","804","Ukraine","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","807","The former Yugoslav Republic of Macedonia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","818","Egypt","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","826","United Kingdom of Great Britain and Northern Ireland","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","834","United Republic of Tanzania","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","840","United States of America","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","850","United States Virgin Islands","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","854","Burkina Faso","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","858","Uruguay","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","860","Uzbekistan","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","862","Venezuela (Bolivarian Republic of)","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","882","Samoa","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","887","Yemen","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNT","Proportion of local breeds for which sufficient genetic resources are stored for reconstitution (%)","894","Zambia","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","PERCENT","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNTN","Number of local breeds for which sufficient genetic resources are stored for reconstitution","1","World","2018","48","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","NUMBER","","G"
"2","2.5","2.5.1","ER_GRF_ANIMRCNTN","Number of local breeds for which sufficient genetic resources are stored for reconstitution","4","Afghanistan","2018","0","2018","DAD-IS 2018 http://www.fao.org/dad-is/","""NA"" corresponds to absence of local breeds. ","C","NUMBER","","G"
