Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Location],[Reporting Type],[Sex]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","5.48611111","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","8.05555556","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","8.61111111","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","0.27777778","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","0.27777778","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","0.27777778","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","1.80555556","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","1.38888889","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2000","1.52777778","2000","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.69444444","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.69444444","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.48611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","2.98611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","2.77777778","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","2.98611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.20833333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","3.88888889","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","3.61111111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","10+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","3.81944444","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.34722222","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.48611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.62500000","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.41666667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.62500000","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","10+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.76388889","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.83333333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.41666667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","7.84722222","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","7.84722222","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","7.29166667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.83333333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","1.11111111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.13888889","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.27777778","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","1.18055556","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.62500000","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.41666667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","1.04166667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.83333333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","1.04166667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.83333333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.69444444","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.34722222","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","1.73611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.41666667","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.83333333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","4.51388889","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","4.23611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","4.51388889","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","1.73611111","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","275","State of Palestine","2013","0.83333333","2013","Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2002","1.82500000","2002","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2002","0.81250000","2002","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.97500000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.91666667","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.70000000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.62083333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.73750000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.68333333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.95416667","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.62500000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.54583333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.64583333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.26250000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.75833333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.61250000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.79583333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","10+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.67500000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.62500000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.89166667","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","1.72083333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.79166667","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.63333333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","0.83333333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","4.96250000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","4.97083333","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","276","Germany","2013","4.96250000","2013","Federal Statistical Office  based on Time Use Survey in Germany","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","288","Ghana","2009","3.68055556","2009","Calculated by UNSD based on available country data from the Ghana Time Use Survey to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","288","Ghana","2009","0.76388889","2009","Calculated by UNSD based on available country data from the Ghana Time Use Survey to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.48611111","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.04166667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","10+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.66666667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.66666667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.52777778","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","10+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.41666667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.55555417","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.41666667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.97222221","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.00000000","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.34722222","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.04166667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.45833333","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.31944444","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.25000000","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.18055542","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.76388875","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.04166667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.04166667","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.83333333","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.11111111","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.48611111","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.34722221","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","1.11111111","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.55555554","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","300","Greece","2014","0.55555554","2014","Hellenic Statistical Authority (ELSTAT) based on Time use survey","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
